YY-MM-DD: 2023-12-21; hr:mm:sc: 14:37:53
Max Disp: 0.056668	521.374634	1221.753174
Voltage: 3.96	Current: 65.25
Time (ms)	Ch.1 (mg)	Ch.2 (mg)	Ch.3 (mg)	Ch.4 (V)	Ch.5 (V)	Ch.6 (V)	Ch.7 (V)	Ch.8 (V)
     0		-333.997		262.960		951.359		-0.000088		-0.000044		-0.000112		-0.000047		-0.000090
    10		-334.117		263.628		951.330		-0.000089		-0.000044		-0.000112		-0.000047		-0.000092
    20		-334.296		263.915		951.627		-0.000089		-0.000044		-0.000112		-0.000047		-0.000093
    30		-333.795		263.129		951.332		-0.000088		-0.000043		-0.000111		-0.000047		-0.000091
    40		-333.942		263.595		951.650		-0.000088		-0.000043		-0.000111		-0.000047		-0.000091
    50		-334.463		263.686		952.629		-0.000089		-0.000043		-0.000113		-0.000046		-0.000092
    60		-334.106		263.438		950.799		-0.000089		-0.000043		-0.000112		-0.000046		-0.000092
    70		-333.536		262.918		950.965		-0.000088		-0.000044		-0.000113		-0.000047		-0.000092
    80		-334.334		263.467		952.153		-0.000088		-0.000044		-0.000114		-0.000046		-0.000092
    90		-334.813		264.046		951.560		-0.000089		-0.000043		-0.000112		-0.000046		-0.000092
   100		-333.839		263.423		951.357		-0.000089		-0.000043		-0.000112		-0.000047		-0.000092
   110		-333.901		263.601		951.851		-0.000088		-0.000044		-0.000111		-0.000047		-0.000092
   120		-334.052		263.390		951.371		-0.000088		-0.000044		-0.000111		-0.000047		-0.000091
   130		-334.343		263.083		951.492		-0.000088		-0.000041		-0.000113		-0.000046		-0.000091
   140		-334.028		263.203		951.089		-0.000089		-0.000043		-0.000112		-0.000047		-0.000091
   150		-333.607		262.993		951.248		-0.000089		-0.000044		-0.000112		-0.000047		-0.000092
   160		-334.340		263.135		952.389		-0.000088		-0.000043		-0.000112		-0.000047		-0.000092
   170		-334.055		263.413		950.687		-0.000088		-0.000044		-0.000113		-0.000048		-0.000092
   180		-334.452		263.070		951.713		-0.000088		-0.000043		-0.000113		-0.000047		-0.000091
   190		-334.539		263.016		951.245		-0.000088		-0.000044		-0.000111		-0.000047		-0.000092
   200		-334.234		263.249		950.797		-0.000088		-0.000043		-0.000112		-0.000048		-0.000092
   210		-334.593		262.688		952.717		-0.000088		-0.000043		-0.000113		-0.000047		-0.000091
   220		-333.935		262.934		950.495		-0.000088		-0.000043		-0.000113		-0.000046		-0.000092
   230		-334.474		263.541		951.442		-0.000088		-0.000042		-0.000111		-0.000046		-0.000091
   240		-334.512		263.226		951.897		-0.000089		-0.000043		-0.000111		-0.000047		-0.000092
   250		-333.585		263.085		950.808		-0.000090		-0.000044		-0.000112		-0.000048		-0.000093
   260		-334.265		263.069		951.635		-0.000088		-0.000042		-0.000111		-0.000046		-0.000091
   270		-334.213		263.422		950.811		-0.000089		-0.000043		-0.000112		-0.000045		-0.000092
   280		-334.160		263.536		952.240		-0.000089		-0.000045		-0.000111		-0.000047		-0.000092
   290		-334.445		263.373		951.691		-0.000088		-0.000044		-0.000111		-0.000046		-0.000092
   300		-333.829		263.397		950.533		-0.000088		-0.000044		-0.000112		-0.000047		-0.000092
   310		-333.974		262.991		952.026		-0.000088		-0.000044		-0.000112		-0.000047		-0.000094
   320		-334.184		263.315		950.957		-0.000088		-0.000043		-0.000112		-0.000046		-0.000091
   330		-334.396		263.695		951.719		-0.000088		-0.000043		-0.000111		-0.000046		-0.000090
   340		-334.316		263.453		952.257		-0.000089		-0.000044		-0.000112		-0.000046		-0.000092
   350		-333.586		263.528		951.366		-0.000089		-0.000044		-0.000113		-0.000046		-0.000092
   360		-334.114		263.414		952.429		-0.000089		-0.000043		-0.000112		-0.000047		-0.000092
   370		-334.496		263.205		951.218		-0.000089		-0.000044		-0.000112		-0.000047		-0.000092
   380		-334.332		262.874		951.487		-0.000088		-0.000044		-0.000111		-0.000046		-0.000093
   390		-334.289		262.960		952.070		-0.000089		-0.000043		-0.000111		-0.000047		-0.000091
   400		-334.049		263.354		950.190		-0.000088		-0.000043		-0.000111		-0.000047		-0.000091
   410		-334.420		263.089		951.369		-0.000087		-0.000044		-0.000112		-0.000047		-0.000092
   420		-334.186		263.321		951.745		-0.000088		-0.000043		-0.000113		-0.000047		-0.000091
   430		-333.935		263.351		951.532		-0.000088		-0.000042		-0.000112		-0.000048		-0.000091
   440		-334.727		263.271		951.950		-0.000089		-0.000044		-0.000113		-0.000048		-0.000093
   450		-334.481		263.334		951.012		-0.000089		-0.000044		-0.000113		-0.000047		-0.000092
   460		-333.902		263.033		951.381		-0.000088		-0.000043		-0.000111		-0.000046		-0.000090
   470		-334.386		263.528		951.448		-0.000088		-0.000044		-0.000113		-0.000045		-0.000091
   480		-334.354		263.527		951.104		-0.000088		-0.000044		-0.000112		-0.000047		-0.000092
   490		-334.065		263.333		951.087		-0.000088		-0.000044		-0.000111		-0.000048		-0.000092
   500		-334.035		263.189		950.968		-0.000088		-0.000043		-0.000111		-0.000048		-0.000093
   510		-333.806		262.981		951.060		-0.000088		-0.000043		-0.000112		-0.000046		-0.000092
   520		-334.216		263.368		951.863		-0.000089		-0.000044		-0.000111		-0.000046		-0.000091
   530		-334.255		263.187		951.846		-0.000089		-0.000043		-0.000111		-0.000046		-0.000092
   540		-334.045		263.278		950.812		-0.000088		-0.000043		-0.000112		-0.000046		-0.000092
   550		-334.100		263.288		951.075		-0.000090		-0.000043		-0.000113		-0.000047		-0.000091
   560		-333.589		262.823		951.087		-0.000089		-0.000043		-0.000111		-0.000047		-0.000092
   570		-333.849		263.206		951.170		-0.000088		-0.000044		-0.000111		-0.000046		-0.000092
   580		-334.174		263.393		951.545		-0.000088		-0.000044		-0.000111		-0.000047		-0.000091
   590		-333.907		263.089		951.260		-0.000088		-0.000045		-0.000111		-0.000048		-0.000093
   600		-334.021		263.198		951.302		-0.000089		-0.000044		-0.000112		-0.000047		-0.000092
   610		-334.052		263.267		952.159		-0.000089		-0.000043		-0.000112		-0.000047		-0.000092
   620		-334.283		263.371		951.993		-0.000089		-0.000043		-0.000111		-0.000047		-0.000091
